n_caps | min_Z | models | nodes
0.064766 | [1014, 1014] | [9, 10]
3 | 0.053863 | [1014, 1014, 527] | [9, 10, 14]
4 | 0.049874 | [1014, 1014, 527, 433] | [9, 10, 14, 15]
5 | 0.047855 | [1014, 1014, 527, 433, 109] | [9, 10, 14, 15, 6]
6 | 0.045574 | [1014, 1014, 527, 433, 109, 189] | [9, 10, 14, 15, 7, 5]
7 | 0.043895 | [1014, 1014, 527, 434, 109, 189, 275] | [9, 10, 14, 15, 7, 5, 6]
8 | 0.042835 | [1014, 1014, 527, 434, 110, 189, 275, 402] | [9, 10, 14, 15, 5, 6, 7, 16]
9 | 0.042304 | [1014, 1014, 527, 434, 110, 189, 275, 400, 178] | [9, 10, 14, 15, 5, 6, 7, 16, 8]
10 | 0.041997 | [1014, 1014, 527, 434, 110, 189, 275, 401, 178, 763] | [9, 10, 14, 15, 6, 7, 5, 16, 8, 2]
