n_caps | min_Z | models | nodes
0.064766 | [1014, 1014] | [9, 10]
3 | 0.053863 | [1014, 1014, 528] | [9, 10, 14]
4 | 0.049874 | [1014, 1014, 528, 434] | [9, 10, 14, 15]
5 | 0.047841 | [1014, 1014, 528, 434, 222] | [9, 10, 14, 15, 7]
6 | 0.045736 | [1014, 1014, 527, 434, 222, 110] | [9, 10, 14, 15, 6, 5]
7 | 0.044019 | [1014, 1014, 527, 434, 222, 110, 225] | [9, 10, 14, 15, 6, 5, 7]
8 | 0.042721 | [1014, 1014, 527, 434, 222, 109, 225, 171] | [9, 10, 14, 15, 6, 5, 7, 16]
9 | 0.042075 | [1014, 1014, 527, 433, 222, 109, 225, 171, 115] | [9, 10, 14, 15, 6, 5, 7, 16, 8]
10 | 0.041581 | [1014, 1014, 528, 434, 222, 109, 225, 171, 118, 1286] | [9, 10, 14, 15, 7, 5, 6, 16, 8, 2]
