n_caps | min_Z | models | nodes
1 | 0.106312
2 | 0.080694
3 | 0.067623
4 | 0.061372
5 | 0.056215
6 | 0.051691
7 | 0.049438
8 | 0.047514
9 | 0.046686
10 | 0.046405
11 | 0.046386
12 | 0.046301
13 | 0.046325
14 | 0.046237
15 | 0.046224
16 | 0.046098
17 | 0.046023
18 | 0.045964
19 | 0.045455
20 | 0.045380
