n_caps | min_Z | models | nodes
0.066703 | [1014, 1012] | [9, 5]
3 | 0.053991 | [1014, 1012, 527] | [9, 5, 10]
4 | 0.050198 | [1014, 1012, 527, 434] | [10, 5, 9, 6]
5 | 0.047776 | [1014, 1012, 528, 434, 179] | [10, 5, 9, 6, 15]
6 | 0.045045 | [1014, 1012, 527, 434, 179, 434] | [10, 5, 9, 6, 15, 14]
7 | 0.043552 | [1014, 1012, 527, 434, 179, 434, 221] | [10, 6, 9, 5, 15, 14, 16]
8 | 0.042320 | [1014, 1012, 527, 434, 179, 434, 221, 363] | [10, 6, 9, 5, 15, 14, 16, 7]
9 | 0.042044 | [1014, 1012, 527, 434, 179, 434, 222, 362, 238] | [10, 6, 9, 5, 15, 14, 16, 7, 8]
10 | 0.041284 | [1014, 1012, 527, 434, 179, 434, 222, 362, 238, 2194] | [10, 6, 9, 5, 15, 14, 16, 7, 8, 17]
