2026-01-09 22:32:35,997 INFO: n_caps=1 | minZ=0.094292 | models=[1012] | nodes=[5]
2026-01-09 22:33:40,977 INFO: n_caps=2 | minZ=0.071058 | models=[1012, 766] | nodes=[5, 10]
2026-01-09 22:34:54,158 INFO: n_caps=3 | minZ=0.060731 | models=[1012, 767, 923] | nodes=[5, 9, 14]
2026-01-09 22:36:00,164 INFO: n_caps=4 | minZ=0.055105 | models=[1012, 767, 923, 838] | nodes=[5, 9, 15, 10]
2026-01-09 22:37:04,044 INFO: n_caps=5 | minZ=0.052328 | models=[1012, 767, 923, 837, 1677] | nodes=[5, 9, 15, 10, 6]
2026-01-09 22:38:08,728 INFO: n_caps=6 | minZ=0.046711 | models=[1014, 767, 923, 837, 1677, 456] | nodes=[5, 9, 15, 10, 6, 14]
2026-01-09 22:39:12,461 INFO: n_caps=7 | minZ=0.044729 | models=[1014, 767, 923, 837, 1677, 456, 171] | nodes=[5, 9, 15, 10, 6, 14, 7]
2026-01-09 22:40:20,656 INFO: n_caps=8 | minZ=0.042523 | models=[1014, 766, 923, 837, 1677, 456, 171, 456] | nodes=[5, 9, 14, 10, 6, 15, 7, 16]
2026-01-09 22:41:29,610 INFO: n_caps=9 | minZ=0.042145 | models=[1014, 766, 923, 837, 1677, 456, 171, 456, 263] | nodes=[5, 9, 14, 10, 6, 15, 7, 16, 8]
2026-01-09 22:42:33,928 INFO: n_caps=10 | minZ=0.041351 | models=[1014, 767, 923, 837, 1677, 456, 171, 456, 263, 889] | nodes=[5, 9, 14, 10, 6, 15, 7, 16, 8, 17]
2026-01-09 22:42:33,928 INFO: Threshold reached at n_caps=10
