n_caps | min_Z | models | nodes
0.071058 | [1012, 766] | [5, 10]
3 | 0.060731 | [1012, 767, 923] | [5, 9, 14]
4 | 0.055105 | [1012, 767, 923, 838] | [5, 9, 15, 10]
5 | 0.052328 | [1012, 767, 923, 837, 1677] | [5, 9, 15, 10, 6]
6 | 0.046711 | [1014, 767, 923, 837, 1677, 456] | [5, 9, 15, 10, 6, 14]
7 | 0.044729 | [1014, 767, 923, 837, 1677, 456, 171] | [5, 9, 15, 10, 6, 14, 7]
8 | 0.042523 | [1014, 766, 923, 837, 1677, 456, 171, 456] | [5, 9, 14, 10, 6, 15, 7, 16]
9 | 0.042145 | [1014, 766, 923, 837, 1677, 456, 171, 456, 263] | [5, 9, 14, 10, 6, 15, 7, 16, 8]
10 | 0.041351 | [1014, 767, 923, 837, 1677, 456, 171, 456, 263, 889] | [5, 9, 14, 10, 6, 15, 7, 16, 8, 17]
