2026-02-28 13:46:31,609 INFO: n_caps=1 | minZ=0.080251 | placement={0: 1014}
2026-02-28 13:47:15,224 INFO: n_caps=2 | minZ=0.052815 | placement={0: 1014, 10: 1788}
2026-02-28 13:48:00,723 INFO: n_caps=3 | minZ=0.064519 | placement={10: 1014, 0: 1788, 6: 0}
2026-02-28 13:48:48,588 INFO: n_caps=4 | minZ=0.046737 | placement={0: 1014, 6: 1651, 7: 0, 5: 1752}
2026-02-28 13:49:35,054 INFO: n_caps=5 | minZ=0.058943 | placement={17: 1104, 7: 3347, 1: 0, 0: 1012, 15: 266}
2026-02-28 13:50:19,872 INFO: n_caps=6 | minZ=0.056123 | placement={6: 1243, 2: 3184, 0: 1435, 14: 585, 5: 1549, 4: 3085}
2026-02-28 13:51:00,839 INFO: n_caps=7 | minZ=0.058187 | placement={2: 1243, 0: 3184, 14: 1435, 5: 585, 6: 1549, 20: 3085, 9: 1094}
2026-02-28 13:51:43,270 INFO: n_caps=8 | minZ=0.049446 | placement={0: 1412, 20: 3335, 5: 851, 6: 745, 16: 850, 9: 2300, 10: 996, 7: 1046}
2026-02-28 13:52:25,568 INFO: n_caps=9 | minZ=0.040227 | placement={20: 1385, 7: 3346, 5: 1836, 16: 733, 10: 956, 11: 2455, 6: 981, 0: 1014, 15: 0}
