n_caps | min_Z | models | nodes
0.064766 | [1014, 1012] | [9, 10]
3 | 0.054175 | [1014, 1012, 511] | [9, 10, 5]
4 | 0.050437 | [1014, 1012, 510, 433] | [9, 10, 5, 14]
5 | 0.047937 | [1014, 1012, 510, 433, 455] | [9, 10, 5, 14, 15]
6 | 0.046289 | [1014, 1012, 510, 433, 456, 273] | [9, 10, 5, 14, 15, 6]
7 | 0.044716 | [1014, 1012, 510, 433, 456, 273, 171] | [9, 10, 5, 14, 15, 6, 7]
8 | 0.042671 | [1014, 1012, 513, 433, 455, 273, 171, 504] | [9, 10, 5, 14, 15, 6, 7, 16]
9 | 0.042038 | [1014, 1012, 513, 433, 455, 273, 171, 504, 67] | [9, 10, 5, 14, 15, 6, 7, 16, 8]
10 | 0.041882 | [1014, 1012, 514, 433, 456, 273, 171, 504, 67, 1289] | [9, 10, 5, 15, 14, 6, 7, 16, 8, 2]
