2026-02-27 04:15:42,520 INFO: n_caps=1 | minZ=0.116554 | ports=[7] | stage_time=17.036
2026-02-27 04:16:00,103 INFO: n_caps=2 | minZ=0.091774 | ports=[5, 15] | stage_time=17.582
2026-02-27 04:16:18,179 INFO: n_caps=3 | minZ=0.081713 | ports=[15, 5, 10] | stage_time=18.076
2026-02-27 04:16:36,775 INFO: n_caps=4 | minZ=0.075140 | ports=[10, 7, 0, 14] | stage_time=18.596
2026-02-27 04:16:55,797 INFO: n_caps=5 | minZ=0.074213 | ports=[7, 0, 14, 9, 15] | stage_time=19.022
2026-02-27 04:17:15,280 INFO: n_caps=6 | minZ=0.060510 | ports=[0, 14, 9, 15, 2, 0] | stage_time=19.483
2026-02-27 04:17:35,112 INFO: n_caps=7 | minZ=0.063508 | ports=[9, 3, 12, 10, 2, 0, 9] | stage_time=19.831
2026-02-27 04:17:55,553 INFO: n_caps=8 | minZ=0.061123 | ports=[4, 6, 0, 9, 2, 0, 0, 7] | stage_time=20.440
2026-02-27 04:18:16,497 INFO: n_caps=9 | minZ=0.049976 | ports=[6, 0, 9, 2, 0, 0, 7, 10, 0] | stage_time=20.944
