2026-02-28 16:02:16,688 INFO: n_caps=1 | minZ=0.085029 | placement={0: 1316}
2026-02-28 16:02:46,512 INFO: n_caps=2 | minZ=0.074351 | placement={0: 1317, 6: 412}
2026-02-28 16:03:29,521 INFO: n_caps=3 | minZ=0.056480 | placement={5: 1122, 0: 1012, 6: 1155}
2026-02-28 16:04:25,982 INFO: n_caps=4 | minZ=0.051392 | placement={0: 1012, 6: 1237, 4: 43, 10: 1411}
2026-02-28 16:05:35,753 INFO: n_caps=5 | minZ=0.052621 | placement={9: 967, 7: 1593, 10: 615, 0: 1500, 5: 1257}
2026-02-28 16:06:58,733 INFO: n_caps=6 | minZ=0.050266 | placement={5: 1125, 9: 1563, 0: 617, 6: 1564, 10: 1341, 15: 1537}
2026-02-28 16:08:34,215 INFO: n_caps=7 | minZ=0.049861 | placement={9: 1125, 0: 1566, 5: 617, 13: 1552, 15: 1354, 14: 1442, 6: 915}
2026-02-28 16:10:23,356 INFO: n_caps=8 | minZ=0.049203 | placement={0: 1418, 7: 850, 17: 40, 18: 1264, 5: 366, 6: 1244, 14: 814, 10: 742}
2026-02-28 16:12:25,014 INFO: n_caps=9 | minZ=0.045158 | placement={7: 1363, 16: 923, 17: 30, 5: 1291, 6: 441, 15: 1354, 11: 823, 0: 685, 14: 0}
2026-02-28 16:14:39,898 INFO: n_caps=10 | minZ=0.044286 | placement={14: 1161, 20: 773, 6: 34, 7: 1582, 9: 652, 15: 1387, 0: 1126, 16: 686, 8: 89, 1: 1214}
