2026-02-28 15:47:35,993 INFO: n_caps=1 | minZ=0.089207 | placement={0: 1488}
2026-02-28 15:47:53,553 INFO: n_caps=2 | minZ=0.070639 | placement={0: 1517, 7: 764}
2026-02-28 15:48:11,644 INFO: n_caps=3 | minZ=0.070472 | placement={7: 1680, 15: 236, 9: 1014}
2026-02-28 15:48:30,109 INFO: n_caps=4 | minZ=0.050041 | placement={15: 1680, 9: 236, 0: 1014, 6: 1225}
2026-02-28 15:48:49,105 INFO: n_caps=5 | minZ=0.046938 | placement={10: 1901, 0: 1014, 9: 1076, 20: 1150, 6: 2471}
2026-02-28 15:49:08,500 INFO: n_caps=6 | minZ=0.057149 | placement={0: 1901, 9: 1014, 20: 1076, 6: 1150, 2: 2471, 10: 1788}
2026-02-28 15:49:28,436 INFO: n_caps=7 | minZ=0.056721 | placement={6: 1795, 19: 264, 7: 898, 0: 1017, 13: 1247, 15: 2126, 14: 527}
2026-02-28 15:49:48,675 INFO: n_caps=8 | minZ=0.046822 | placement={19: 1795, 7: 264, 0: 898, 13: 1017, 15: 1247, 14: 2126, 6: 527, 10: 1167}
2026-02-28 15:50:09,407 INFO: n_caps=9 | minZ=0.052990 | placement={6: 1757, 0: 463, 12: 857, 15: 1042, 14: 725, 5: 2054, 10: 511, 7: 1100, 4: 3347}
2026-02-28 15:50:30,642 INFO: n_caps=10 | minZ=0.047890 | placement={0: 1631, 7: 376, 15: 511, 14: 1345, 5: 922, 2: 2227, 9: 669, 10: 705, 1: 3347, 3: 1037}
2026-02-28 15:50:52,312 INFO: n_caps=11 | minZ=0.037999 | placement={7: 1310, 15: 1317, 14: 497, 8: 1312, 4: 1108, 10: 2197, 9: 1155, 0: 1012, 1: 3347, 5: 1315, 17: 0}
