n_caps | min_Z | models | nodes
 0.069043 | [1014, 1014] | [16, 9]
3 | 0.056560 | [1014, 1014, 511] | [16, 10, 9]
4 | 0.051159 | [1014, 1014, 511, 366] | [16, 10, 9, 5]
5 | 0.048543 | [1014, 1014, 511, 366, 221] | [16, 10, 9, 5, 6]
6 | 0.046588 | [1014, 1014, 510, 365, 222, 366] | [16, 10, 9, 5, 6, 14]
7 | 0.044223 | [1014, 1014, 510, 365, 222, 366, 184] | [16, 10, 9, 5, 6, 14, 7]
8 | 0.042719 | [1014, 1014, 510, 365, 222, 366, 184, 330] | [16, 10, 9, 5, 6, 14, 7, 15]
9 | 0.042282 | [1014, 1014, 510, 366, 222, 366, 184, 330, 231] | [16, 10, 9, 5, 6, 14, 7, 15, 8]
10 | 0.041409 | [1014, 1014, 510, 366, 221, 365, 183, 331, 231, 2029] | [14, 10, 9, 5, 6, 15, 7, 16, 8, 17]
