n_caps | min_Z | models | nodes
0.066976 | [1012, 893] | [9, 10]
3 | 0.057072 | [1012, 893, 898] | [9, 10, 5]
4 | 0.050759 | [1012, 893, 899, 586] | [9, 10, 5, 6]
5 | 0.048260 | [1012, 893, 898, 586, 332] | [9, 10, 5, 6, 14]
6 | 0.046038 | [1012, 892, 898, 586, 333, 456] | [9, 10, 5, 6, 14, 15]
7 | 0.043738 | [1012, 893, 898, 587, 333, 455, 1274] | [9, 10, 5, 6, 14, 15, 7]
8 | 0.042815 | [1012, 893, 898, 589, 332, 455, 1273, 426] | [9, 10, 5, 6, 14, 15, 7, 16]
9 | 0.042396 | [1012, 892, 898, 589, 333, 455, 1273, 426, 369] | [9, 10, 5, 6, 15, 14, 7, 16, 11]
10 | 0.041711 | [1012, 892, 898, 589, 334, 455, 1276, 426, 370, 961] | [9, 10, 5, 6, 15, 14, 7, 16, 11, 8]
