n_caps | min_Z | models | nodes
0.064766 | [1014, 1012] | [9, 10]
3 | 0.054063 | [1014, 1012, 509] | [9, 10, 15]
4 | 0.051415 | [1014, 1012, 509, 433] | [9, 10, 15, 6]
5 | 0.048464 | [1014, 1012, 510, 433, 837] | [9, 10, 14, 6, 5]
6 | 0.044512 | [1014, 1012, 510, 434, 837, 262] | [9, 10, 14, 6, 5, 15]
7 | 0.042943 | [1014, 1012, 510, 434, 838, 262, 273] | [9, 10, 14, 5, 6, 15, 7]
8 | 0.042332 | [1014, 1012, 510, 434, 838, 262, 273, 74] | [9, 10, 14, 5, 6, 15, 7, 16]
9 | 0.042114 | [1014, 1012, 510, 434, 837, 262, 273, 74, 179] | [9, 10, 14, 5, 6, 15, 7, 16, 8]
10 | 0.041606 | [1014, 1012, 510, 434, 837, 262, 273, 74, 179, 1014] | [9, 10, 14, 5, 4, 15, 6, 16, 7, 8]
