2026-01-10 06:52:39,905 INFO: n_caps=1 | minZ=0.087365 | models=[1014] | nodes=[9]
2026-01-10 06:53:14,900 INFO: n_caps=2 | minZ=0.064766 | models=[1014, 1014] | nodes=[9, 10]
2026-01-10 06:53:48,978 INFO: n_caps=3 | minZ=0.054175 | models=[1014, 1014, 500] | nodes=[9, 10, 5]
2026-01-10 06:54:23,455 INFO: n_caps=4 | minZ=0.051256 | models=[1014, 1014, 500, 109] | nodes=[9, 10, 5, 6]
2026-01-10 06:54:57,633 INFO: n_caps=5 | minZ=0.048803 | models=[1014, 1014, 500, 109, 344] | nodes=[10, 9, 5, 6, 15]
2026-01-10 06:55:31,936 INFO: n_caps=6 | minZ=0.046911 | models=[1014, 1014, 500, 110, 344, 301] | nodes=[10, 9, 5, 6, 14, 7]
2026-01-10 06:56:07,667 INFO: n_caps=7 | minZ=0.044161 | models=[1014, 1014, 500, 110, 344, 302, 248] | nodes=[10, 9, 5, 6, 14, 7, 16]
2026-01-10 06:56:43,084 INFO: n_caps=8 | minZ=0.042313 | models=[1014, 1014, 500, 110, 344, 301, 248, 115] | nodes=[10, 9, 5, 6, 14, 7, 16, 15]
2026-01-10 06:57:19,108 INFO: n_caps=9 | minZ=0.042123 | models=[1014, 1014, 500, 110, 344, 301, 248, 115, 285] | nodes=[10, 9, 5, 6, 14, 7, 16, 15, 11]
2026-01-10 06:57:54,090 INFO: n_caps=10 | minZ=0.041895 | models=[1014, 1014, 500, 110, 344, 301, 248, 115, 285, 247] | nodes=[10, 9, 5, 6, 14, 7, 16, 15, 11, 12]
2026-01-10 06:57:54,091 INFO: Threshold reached at n_caps=10
