n_caps | min_Z | models | nodes
0.064766 | [1014, 1014] | [9, 10]
3 | 0.054175 | [1014, 1014, 500] | [9, 10, 5]
4 | 0.051256 | [1014, 1014, 500, 109] | [9, 10, 5, 6]
5 | 0.048803 | [1014, 1014, 500, 109, 344] | [10, 9, 5, 6, 15]
6 | 0.046911 | [1014, 1014, 500, 110, 344, 301] | [10, 9, 5, 6, 14, 7]
7 | 0.044161 | [1014, 1014, 500, 110, 344, 302, 248] | [10, 9, 5, 6, 14, 7, 16]
8 | 0.042313 | [1014, 1014, 500, 110, 344, 301, 248, 115] | [10, 9, 5, 6, 14, 7, 16, 15]
9 | 0.042123 | [1014, 1014, 500, 110, 344, 301, 248, 115, 285] | [10, 9, 5, 6, 14, 7, 16, 15, 11]
10 | 0.041895 | [1014, 1014, 500, 110, 344, 301, 248, 115, 285, 247] | [10, 9, 5, 6, 14, 7, 16, 15, 11, 12]
