2026-02-27 04:12:30,709 INFO: n_caps=1 | minZ=0.133127 | ports=[15] | stage_time=17.100
2026-02-27 04:12:48,258 INFO: n_caps=2 | minZ=0.085839 | ports=[0, 6] | stage_time=17.548
2026-02-27 04:13:06,259 INFO: n_caps=3 | minZ=0.084563 | ports=[3, 0, 0] | stage_time=18.001
2026-02-27 04:13:24,732 INFO: n_caps=4 | minZ=0.066432 | ports=[0, 0, 0, 5] | stage_time=18.473
2026-02-27 04:13:43,690 INFO: n_caps=5 | minZ=0.066556 | ports=[0, 0, 5, 0, 11] | stage_time=18.957
2026-02-27 04:14:03,184 INFO: n_caps=6 | minZ=0.068943 | ports=[0, 19, 0, 5, 19, 6] | stage_time=19.494
2026-02-27 04:14:23,020 INFO: n_caps=7 | minZ=0.070405 | ports=[14, 16, 6, 18, 2, 6, 0] | stage_time=19.836
2026-02-27 04:14:43,374 INFO: n_caps=8 | minZ=0.070802 | ports=[18, 15, 16, 0, 10, 12, 0, 16] | stage_time=20.353
2026-02-27 04:15:04,156 INFO: n_caps=9 | minZ=0.060687 | ports=[8, 0, 1, 18, 0, 7, 16, 4, 6] | stage_time=20.782
2026-02-27 04:15:25,280 INFO: n_caps=10 | minZ=0.050470 | ports=[0, 1, 18, 0, 7, 16, 4, 6, 8, 0] | stage_time=21.124
