2026-02-28 16:14:56,699 INFO: n_caps=1 | minZ=0.104943 | placement={10: 940}
2026-02-28 16:15:26,629 INFO: n_caps=2 | minZ=0.069657 | placement={0: 974, 5: 1359}
2026-02-28 16:16:09,676 INFO: n_caps=3 | minZ=0.062460 | placement={6: 1161, 0: 1300, 14: 411}
2026-02-28 16:17:05,887 INFO: n_caps=4 | minZ=0.058358 | placement={0: 1012, 11: 1602, 15: 495, 10: 1107}
2026-02-28 16:18:14,996 INFO: n_caps=5 | minZ=0.049886 | placement={3: 2317, 5: 2276, 11: 2099, 0: 1014, 10: 3068}
2026-02-28 16:19:37,537 INFO: n_caps=6 | minZ=0.058893 | placement={2: 1857, 9: 2229, 0: 1672, 12: 300, 10: 3041, 5: 433}
2026-02-28 16:21:13,318 INFO: n_caps=7 | minZ=0.048919 | placement={10: 2585, 0: 1012, 12: 1618, 9: 153, 4: 3344, 7: 368, 6: 379}
2026-02-28 16:23:01,607 INFO: n_caps=8 | minZ=0.054936 | placement={0: 2518, 15: 993, 7: 1866, 6: 996, 8: 3264, 5: 219, 10: 440, 9: 1855}
2026-02-28 16:25:03,974 INFO: n_caps=9 | minZ=0.053829 | placement={6: 435, 0: 1085, 14: 2847, 12: 978, 7: 2926, 4: 2641, 9: 899, 1: 1538, 10: 844}
2026-02-28 16:27:19,119 INFO: n_caps=10 | minZ=0.048906 | placement={0: 1012, 13: 1418, 11: 3027, 4: 1270, 7: 3347, 10: 2896, 1: 802, 12: 1505, 9: 0, 6: 1716}
2026-02-28 16:29:48,166 INFO: n_caps=11 | minZ=0.052116 | placement={15: 1266, 16: 1851, 5: 2581, 12: 1897, 17: 1552, 0: 1085, 1: 2633, 6: 1782, 14: 1127, 18: 1355, 2: 1074}
2026-02-28 16:32:29,534 INFO: n_caps=12 | minZ=0.051758 | placement={14: 1869, 6: 2299, 11: 2869, 12: 2850, 4: 1294, 5: 686, 7: 2361, 10: 1672, 3: 1380, 0: 1251, 8: 1290, 2: 2699}
2026-02-28 16:35:25,142 INFO: n_caps=13 | minZ=0.048587 | placement={7: 464, 13: 2824, 12: 2941, 3: 3053, 14: 1041, 8: 1002, 17: 2680, 9: 1273, 0: 1781, 10: 1029, 6: 686, 5: 1444, 18: 2755}
2026-02-28 16:38:32,270 INFO: n_caps=14 | minZ=0.046706 | placement={13: 0, 9: 3347, 1: 1045, 5: 1579, 7: 1551, 11: 648, 14: 2766, 4: 1094, 10: 342, 12: 0, 0: 766, 15: 1068, 3: 0, 16: 1703}
2026-02-28 16:41:53,664 INFO: n_caps=15 | minZ=0.049627 | placement={5: 855, 2: 2905, 8: 800, 4: 1405, 9: 1518, 10: 1195, 3: 2928, 7: 1150, 11: 87, 1: 0, 0: 528, 6: 1505, 12: 2327, 13: 1666, 14: 2147}
2026-02-28 16:45:27,005 INFO: n_caps=16 | minZ=0.039566 | placement={8: 1135, 9: 2929, 0: 1014, 13: 832, 7: 2918, 1: 926, 14: 2550, 3: 395, 2: 1005, 5: 977, 4: 568, 12: 710, 6: 582, 15: 259, 10: 2166, 16: 1333}
