n_caps | min_Z | models | nodes
1 | 0.107069
2 | 0.079982
3 | 0.068864
4 | 0.064739
5 | 0.058117
6 | 0.051654
7 | 0.049694
8 | 0.048326
9 | 0.048020
10 | 0.047985
11 | 0.047875
12 | 0.046764
13 | 0.045964
14 | 0.045518
15 | 0.045217
16 | 0.045160
17 | 0.044846
18 | 0.044560
19 | 0.044495
20 | 0.044495
