n_caps | min_Z | models | nodes
1 | 0.087365
2 | 0.066976
3 | 0.059354
4 | 0.055217
5 | 0.049852
6 | 0.048471
7 | 0.045201
8 | 0.043728
9 | 0.043527
10 | 0.043269
11 | 0.043194
12 | 0.043170
13 | 0.043155
14 | 0.042947
15 | 0.042551
16 | 0.042385
17 | 0.042382
18 | 0.042378
19 | 0.042338
20 | 0.042275
