2026-01-16 18:14:13,470 INFO: n_caps=1 | minZ=0.087365 | models=[1012] | nodes=[9]
2026-01-16 18:22:35,627 INFO: n_caps=2 | minZ=0.064766 | models=[1012, 1014] | nodes=[9, 10]
2026-01-16 18:31:19,376 INFO: n_caps=3 | minZ=0.053863 | models=[1012, 1014, 528] | nodes=[9, 10, 14]
2026-01-16 18:39:50,398 INFO: n_caps=4 | minZ=0.050349 | models=[1012, 1014, 528, 434] | nodes=[9, 10, 14, 6]
2026-01-16 18:48:09,190 INFO: n_caps=5 | minZ=0.047828 | models=[1012, 1014, 527, 434, 221] | nodes=[9, 10, 14, 5, 7]
2026-01-16 18:56:14,043 INFO: n_caps=6 | minZ=0.045741 | models=[1012, 1014, 527, 434, 221, 109] | nodes=[9, 10, 14, 5, 7, 6]
2026-01-16 19:03:39,517 INFO: n_caps=7 | minZ=0.043926 | models=[1012, 1014, 527, 434, 221, 109, 222] | nodes=[9, 10, 14, 5, 7, 6, 15]
2026-01-16 19:11:45,188 INFO: n_caps=8 | minZ=0.042664 | models=[1014, 1014, 527, 434, 221, 109, 221, 225] | nodes=[9, 10, 14, 5, 7, 6, 15, 16]
2026-01-16 19:19:56,628 INFO: n_caps=9 | minZ=0.042090 | models=[1014, 1014, 527, 434, 221, 109, 222, 225, 178] | nodes=[9, 10, 14, 5, 7, 6, 15, 16, 8]
2026-01-16 19:27:50,180 INFO: n_caps=10 | minZ=0.041390 | models=[1014, 1014, 527, 434, 222, 109, 222, 225, 178, 1287] | nodes=[9, 10, 14, 5, 8, 6, 15, 16, 7, 2]
2026-01-16 19:27:50,180 INFO: Threshold reached at n_caps=10
