2026-02-28 14:25:22,251 INFO: n_caps=1 | minZ=0.080251 | placement={0: 1012}
2026-02-28 14:26:01,379 INFO: n_caps=2 | minZ=0.068238 | placement={0: 911, 9: 2097}
2026-02-28 14:26:40,916 INFO: n_caps=3 | minZ=0.049289 | placement={16: 1569, 0: 1014, 7: 1742}
2026-02-28 14:27:20,540 INFO: n_caps=4 | minZ=0.053862 | placement={0: 1014, 9: 703, 20: 2167, 16: 2778}
2026-02-28 14:28:00,970 INFO: n_caps=5 | minZ=0.059761 | placement={7: 1196, 8: 563, 0: 1014, 19: 1194, 1: 890}
2026-02-28 14:28:41,284 INFO: n_caps=6 | minZ=0.051154 | placement={7: 2559, 0: 972, 12: 1274, 5: 1403, 16: 615, 6: 1150}
2026-02-28 14:29:24,392 INFO: n_caps=7 | minZ=0.048362 | placement={0: 1464, 2: 444, 6: 1353, 16: 1143, 7: 759, 9: 1153, 15: 433}
2026-02-28 14:30:08,941 INFO: n_caps=8 | minZ=0.045305 | placement={0: 1360, 6: 782, 16: 1303, 3: 938, 9: 765, 5: 1251, 7: 434, 14: 843}
2026-02-28 14:30:56,702 INFO: n_caps=9 | minZ=0.041499 | placement={2: 0, 15: 2548, 3: 0, 9: 962, 5: 341, 13: 1554, 16: 434, 0: 1014, 8: 736}
