n_caps | min_Z | models | nodes
0.064766 | [1012, 1012] | [10, 9]
3 | 0.054175 | [1012, 1012, 511] | [10, 9, 5]
4 | 0.050752 | [1012, 1012, 512, 434] | [9, 10, 5, 15]
5 | 0.048153 | [1012, 1012, 511, 433, 273] | [9, 10, 5, 14, 6]
6 | 0.046530 | [1012, 1012, 511, 433, 273, 115] | [9, 10, 5, 14, 6, 7]
7 | 0.044601 | [1012, 1012, 510, 433, 273, 115, 222] | [9, 10, 5, 14, 6, 7, 15]
8 | 0.043183 | [1012, 1012, 510, 433, 273, 116, 222, 226] | [9, 10, 5, 14, 6, 7, 15, 16]
9 | 0.042510 | [1012, 1012, 510, 434, 273, 116, 222, 226, 174] | [9, 10, 5, 14, 6, 7, 15, 16, 8]
10 | 0.041706 | [1012, 1012, 510, 434, 273, 117, 222, 226, 174, 1834] | [9, 10, 5, 14, 12, 6, 15, 16, 7, 13]
