n_caps | min_Z | models | nodes
0.064766 | [1012, 1012] | [9, 10]
3 | 0.054175 | [1012, 1012, 511] | [9, 10, 5]
4 | 0.051227 | [1012, 1012, 512, 341] | [9, 10, 5, 6]
5 | 0.048152 | [1012, 1012, 512, 341, 447] | [9, 10, 5, 6, 14]
6 | 0.046027 | [1012, 1012, 512, 341, 448, 184] | [9, 10, 5, 6, 14, 15]
7 | 0.044066 | [1012, 1012, 512, 341, 448, 184, 116] | [9, 10, 5, 6, 14, 15, 7]
8 | 0.042678 | [1012, 1012, 511, 341, 448, 184, 116, 221] | [9, 10, 5, 6, 14, 16, 7, 15]
9 | 0.042019 | [1012, 1012, 510, 342, 448, 184, 116, 221, 923] | [10, 11, 6, 5, 14, 15, 7, 16, 9]
10 | 0.041775 | [1012, 1012, 510, 342, 448, 184, 116, 221, 923, 1953] | [8, 10, 5, 6, 14, 16, 7, 15, 9, 2]
