n_caps | min_Z | models | nodes
0.067520 | [1012, 1014] | [9, 15]
3 | 0.054343 | [1012, 1014, 527] | [9, 15, 5]
4 | 0.050418 | [1012, 1014, 527, 433] | [9, 14, 5, 10]
5 | 0.047795 | [1012, 1014, 527, 433, 433] | [9, 14, 5, 10, 6]
6 | 0.045681 | [1012, 1014, 527, 434, 434, 171] | [9, 14, 5, 10, 6, 16]
7 | 0.044172 | [1012, 1014, 527, 434, 434, 171, 275] | [9, 14, 5, 10, 6, 16, 7]
8 | 0.042611 | [1012, 1014, 527, 434, 434, 171, 275, 221] | [9, 14, 5, 10, 6, 16, 7, 15]
9 | 0.042245 | [1012, 1014, 527, 434, 434, 171, 275, 221, 189] | [9, 14, 5, 10, 6, 15, 7, 16, 11]
10 | 0.041984 | [1012, 1014, 528, 433, 434, 171, 275, 221, 189, 1534] | [9, 14, 5, 10, 6, 15, 7, 16, 11, 2]
