n_caps | min_Z | models | nodes
0.064766 | [1012, 1012] | [9, 10]
3 | 0.054175 | [1012, 1012, 512] | [9, 10, 5]
4 | 0.051299 | [1012, 1012, 512, 343] | [10, 9, 5, 15]
5 | 0.048297 | [1012, 1012, 512, 343, 222] | [10, 9, 5, 14, 6]
6 | 0.046082 | [1012, 1012, 512, 343, 221, 221] | [10, 9, 5, 14, 6, 15]
7 | 0.043979 | [1012, 1012, 511, 342, 221, 221, 179] | [10, 9, 5, 14, 6, 15, 7]
8 | 0.042264 | [1012, 1012, 511, 342, 221, 221, 179, 455] | [10, 9, 5, 14, 6, 15, 7, 16]
9 | 0.042012 | [1012, 1012, 511, 342, 221, 222, 179, 456, 13] | [10, 9, 5, 14, 6, 15, 7, 16, 11]
10 | 0.041898 | [1012, 1012, 511, 342, 221, 222, 178, 455, 13, 1126] | [10, 9, 5, 14, 6, 16, 7, 15, 11, 2]
