n_caps | min_Z | models | nodes
0.067520 | [1012, 1014] | [9, 15]
3 | 0.054893 | [1012, 1014, 509] | [9, 14, 15]
4 | 0.051938 | [1012, 1014, 509, 433] | [9, 14, 15, 6]
5 | 0.048777 | [1012, 1014, 509, 433, 171] | [10, 14, 16, 5, 6]
6 | 0.046079 | [1012, 1014, 509, 433, 171, 1169] | [10, 14, 16, 5, 7, 9]
7 | 0.044215 | [1012, 1014, 509, 433, 171, 1169, 95] | [9, 14, 16, 5, 7, 10, 6]
8 | 0.043355 | [1012, 1015, 509, 433, 171, 1169, 96, 699] | [9, 14, 15, 5, 7, 10, 6, 16]
9 | 0.042458 | [1012, 1014, 509, 433, 171, 1170, 96, 699, 239] | [9, 14, 15, 5, 7, 10, 6, 16, 11]
10 | 0.041975 | [1012, 1015, 509, 433, 171, 1170, 96, 698, 240, 2177] | [9, 14, 15, 5, 7, 10, 6, 16, 11, 4]
